,number_of_places_2500m,number_of_places_1000m,number_of_places_500m
1630,7,1,1
1631,75,14,3
1632,12,4,2
1633,17,3,0
1634,0,0,0
1635,76,12,3
1636,16,3,1
1637,74,23,6
1638,72,11,4
1639,8,2,0
1640,22,3,1
1641,56,11,3
1642,49,4,1
1643,0,0,0
1644,7,0,0
1645,12,0,0
1646,35,1,0
1647,1,0,0
1648,12,1,0
1649,47,11,0
1650,5,2,2
1651,4,1,0
1652,18,3,2
1653,1,0,0
1654,72,8,2
1655,5,0,0
1656,57,9,4
1657,13,0,0
1658,79,12,3
1659,51,9,1
1660,1,0,0
1661,19,2,0
1662,1,0,0
1663,6,0,0
1664,6,2,0
1665,63,11,6
1666,0,0,0
1667,14,2,0
1668,61,5,1
1669,10,1,1
1670,7,0,0
1671,12,1,1
1672,66,11,2
1673,24,3,1
1674,2,0,0
1675,5,1,0
1676,0,0,0
1677,37,5,2
1678,2,0,0
1679,0,0,0
1680,2,1,0
1681,6,1,0
1682,2,1,0
1683,1,0,0
1684,2,0,0
1685,6,0,0
1686,1,0,0
1687,25,5,0
1688,6,2,2
1689,66,8,0
1690,3,0,0
1691,0,0,0
1692,5,2,0
1693,51,4,2
1694,5,1,0
1695,11,2,0
1696,32,0,0
1697,6,2,0
1698,74,15,8
1699,47,7,0
1700,13,2,2
1701,2,0,0
1702,71,12,3
1703,7,1,0
1704,6,2,0
1705,1,0,0
1706,14,2,0
1707,29,3,1
1708,5,4,0
1709,59,11,1
1710,40,7,0
1711,11,3,1
1712,11,3,0
1713,5,2,0
1714,5,2,0
1715,3,0,0
1716,5,0,0
1717,22,2,0
1718,40,8,2
1719,20,0,0
1720,75,18,2
1721,17,3,0
1722,5,0,0
1723,7,0,0
1724,61,12,2
1725,67,8,2
1726,27,3,1
1727,12,2,0
1728,7,0,0
1729,1,0,0
1730,67,8,3
1731,3,0,0
1732,29,3,0
1733,11,4,2
1734,41,3,0
1735,8,2,0
1736,8,1,0
1737,10,2,1
1738,6,0,0
1739,65,11,4
1740,13,2,0
1741,67,12,4
1742,54,11,3
1743,17,2,2
1744,47,7,0
1745,8,3,3
1746,56,6,3
1747,3,1,0
1748,52,7,0
1749,48,6,3
1750,6,2,2
1751,9,2,0
1752,60,7,5
1753,1,0,0
1754,61,16,0
1755,18,3,0
1756,16,3,0
1757,19,2,0
1758,3,1,0
1759,60,9,0
1760,8,2,0
1761,31,0,0
1762,1,0,0
1763,48,3,1
1764,0,0,0
1765,23,3,1
1766,16,4,1
1767,9,0,0
1768,5,0,0
1769,57,11,4
1770,1,0,0
1771,17,2,0
1772,8,1,0
1773,14,3,0
1774,64,11,1
1775,8,3,1
1776,13,3,0
1777,0,0,0
1778,18,3,2
1779,5,2,0
1780,48,5,2
1781,21,4,3
1782,13,1,0
1783,34,10,1
1784,6,0,0
1785,65,12,6
1786,1,0,0
1787,72,12,3
1788,14,3,1
1789,12,2,1
1790,20,0,0
1791,18,3,1
1792,11,2,1
1793,5,0,0
1794,0,0,0
1795,0,0,0
1796,2,0,0
1797,6,2,1
1798,40,6,0
1799,7,1,0
1800,0,0,0
1801,71,19,3
1802,6,0,0
1803,14,2,2
1804,1,0,0
1805,9,1,0
1806,62,15,2
1807,12,3,0
1808,24,2,0
1809,49,11,6
1810,1,1,0
1811,1,0,0
1812,2,0,0
1813,18,5,0
1814,59,14,4
1815,15,3,0
1816,16,4,2
1817,50,6,2
1818,21,3,1
1819,34,0,0
1820,1,0,0
1821,62,4,2
1822,16,3,1
1823,4,2,0
1824,0,0,0
1825,8,2,0
1826,3,0,0
1827,70,8,1
1828,11,0,0
1829,65,10,1
1830,5,0,0
1831,29,3,1
1832,10,1,0
1833,10,1,0
1834,15,4,0
1835,9,1,0
1836,12,1,0
1837,9,1,0
1838,1,0,0
1839,48,8,1
1840,9,1,0
1841,6,1,0
1842,11,3,2
1843,5,0,0
1844,26,5,1
1845,13,2,0
1846,55,4,2
1847,10,3,0
1848,6,2,0
1849,64,12,5
1850,0,0,0
1851,6,2,0
1852,19,6,0
1853,51,4,0
1854,63,11,4
1855,23,1,0
1856,11,1,1
1857,13,3,0
1858,10,0,0
1859,1,0,0
1860,63,17,2
1861,14,4,0
1862,9,4,2
1863,58,12,2
1864,1,0,0
1865,10,1,1
1866,13,3,0
1867,12,4,2
1868,1,0,0
1869,35,0,0
1870,57,8,5
1871,0,0,0
1872,16,2,0
1873,53,11,0
1874,11,4,0
1875,11,2,2
1876,60,10,3
1877,5,2,0
1878,58,10,3
1879,0,0,0
1880,21,3,0
1881,72,24,3
1882,36,4,0
1883,2,0,0
1884,6,0,0
1885,12,5,2
1886,5,2,0
1887,15,4,1
1888,72,19,3
1889,41,5,1
1890,16,4,0
1891,71,6,2
1892,61,12,3
1893,56,12,1
1894,13,2,0
1895,0,0,0
1896,74,14,4
1897,68,11,2
1898,46,6,2
1899,57,9,4
1900,3,0,0
1901,47,9,0
1902,62,9,0
1903,5,0,0
1904,8,4,3
1905,4,0,0
1906,11,1,1
1907,0,0,0
1908,1,0,0
1909,56,10,4
1910,58,8,1
1911,9,2,0
1912,8,0,0
1913,51,7,2
1914,8,1,0
1915,4,0,0
1916,1,0,0
1917,0,0,0
1918,49,7,1
1919,34,11,0
1920,36,10,1
1921,0,0,0
1922,5,0,0
1923,9,0,0
1924,48,6,1
1925,47,4,1
1926,5,0,0
1927,9,1,0
1928,5,0,0
1929,13,2,1
1930,18,4,2
1931,4,1,0
1932,4,0,0
1933,19,1,0
1934,68,8,3
1935,7,1,0
1936,31,7,1
1937,3,0,0
1938,5,2,2
1939,1,0,0
1940,67,11,4
1941,7,1,0
1942,11,4,3
1943,22,3,1
1944,11,4,0
1945,11,0,0
1946,11,4,3
1947,73,10,3
1948,5,1,0
1949,74,21,2
1950,8,1,0
1951,11,4,0
1952,45,6,1
1953,50,5,2
1954,25,4,0
1955,10,2,0
1956,7,1,0
1957,71,19,3
1958,20,2,1
1959,8,1,1
1960,4,0,0
1961,62,13,3
1962,5,0,0
1963,16,4,1
1964,12,3,0
1965,16,2,2
1966,18,3,2
1967,11,1,1
1968,11,5,0
1969,60,7,5
1970,7,2,0
1971,11,0,0
1972,9,1,0
1973,13,3,2
1974,1,0,0
1975,13,2,0
1976,1,0,0
1977,2,0,0
1978,8,1,0
1979,8,1,1
1980,0,0,0
1981,9,1,0
1982,51,9,2
1983,7,1,1
1984,10,0,0
1985,1,0,0
1986,8,0,0
1987,9,1,0
1988,46,10,1
1989,9,2,2
1990,1,0,0
1991,3,0,0
1992,3,0,0
1993,13,1,0
1994,8,2,0
1995,4,0,0
1996,9,3,1
1997,70,13,6
1998,0,0,0
1999,8,1,0
2000,18,0,0
2001,33,7,1
2002,4,1,0
2003,5,1,0
2004,6,1,0
2005,0,0,0
2006,70,11,2
2007,11,4,2
2008,16,3,2
2009,0,0,0
2010,11,1,0
2011,14,4,0
2012,9,1,0
2013,71,7,2
2014,1,0,0
2015,39,2,0
2016,68,18,6
2017,1,1,0
2018,7,1,0
2019,2,0,0
2020,11,1,0
2021,13,3,0
2022,66,11,4
2023,0,0,0
2024,5,0,0
2025,8,1,0
2026,15,4,0
2027,9,2,0
2028,10,2,1
2029,12,1,0
2030,12,4,2
2031,2,1,0
2032,24,1,0
2033,13,4,1
2034,9,4,0
2035,9,1,1
2036,43,5,1
2037,17,5,0
2038,64,39,20
2039,30,0,0
2040,0,0,0
2041,18,4,0
2042,31,0,0
2043,63,10,4
2044,60,13,2
2045,0,0,0
2046,16,4,1
2047,20,5,0
2048,60,11,0
2049,73,16,4
2050,15,0,0
2051,1,0,0
2052,11,5,2
2053,1,0,0
2054,5,2,0
2055,32,7,0
2056,28,7,0
2057,0,0,0
2058,1,0,0
2059,1,0,0
2060,49,9,2
2061,79,17,4
2062,60,10,3
2063,53,9,3
2064,71,12,2
2065,12,3,0
2066,12,1,1
2067,10,3,1
2068,27,4,1
2069,29,4,0
2070,0,0,0
2071,66,15,4
2072,51,6,4
2073,20,1,0
2074,67,12,2
2075,11,1,0
2076,0,0,0
2077,2,0,0
2078,10,2,0
2079,1,0,0
2080,5,0,0
2081,9,2,0
2082,6,0,0
2083,57,3,0
2084,11,0,0
2085,65,8,4
2086,11,1,1
2087,9,3,0
2088,45,6,3
2089,40,2,0
2090,30,4,1
2091,3,0,0
2092,15,1,0
2093,0,0,0
2094,75,9,0
2095,8,1,0
2096,67,11,3
2097,79,13,3
2098,16,4,1
2099,39,5,1
2100,22,1,0
2101,6,0,0
2102,0,0,0
2103,3,0,0
2104,55,9,4
2105,6,0,0
2106,73,8,0
2107,1,0,0
2108,1,0,0
2109,1,0,0
2110,31,0,0
2111,13,2,1
2112,6,2,2
2113,13,3,0
2114,26,1,0
2115,2,0,0
2116,26,9,0
2117,0,0,0
2118,11,1,0
2119,52,9,3
2120,1,0,0
2121,46,5,1
2122,37,9,0
2123,1,0,0
2124,51,8,5
2125,20,2,1
2126,62,12,2
2127,2,0,0
2128,3,0,0
2129,55,11,4
2130,13,1,0
2131,64,12,2
2132,10,3,2
2133,16,3,0
2134,11,1,0
2135,1,0,0
2136,57,9,2
2137,8,1,0
2138,3,0,0
2139,22,2,0
2140,3,0,0
2141,13,2,0
2142,13,1,1
2143,69,9,3
2144,14,4,0
2145,35,1,0
2146,75,13,3
2147,16,4,2
2148,13,1,0
2149,34,8,0
2150,37,8,0
2151,37,7,0
2152,64,11,3
2153,12,1,0
2154,34,6,0
2155,57,14,5
2156,41,5,1
2157,1,0,0
2158,0,0,0
2159,74,9,0
2160,75,18,2
2161,49,11,1
2162,65,11,3
2163,12,0,0
2164,1,0,0
2165,15,4,0
2166,49,3,1
2167,22,2,0
2168,19,3,0
2169,16,3,1
2170,11,1,1
2171,21,1,0
2172,0,0,0
2173,4,0,0
2174,9,3,0
2175,19,6,0
2176,1,0,0
2177,10,1,1
2178,64,9,1
2179,8,1,1
2180,9,3,0
2181,4,1,0
2182,2,0,0
2183,4,0,0
2184,12,2,0
2185,11,0,0
2186,56,12,3
2187,16,4,1
2188,9,1,0
2189,2,0,0
2190,24,3,1
2191,0,0,0
2192,14,2,0
2193,40,4,0
2194,21,5,0
2195,6,1,0
2196,39,3,0
2197,52,6,2
2198,31,0,0
2199,1,0,0
2200,0,0,0
2201,2,0,0
2202,9,2,2
2203,51,9,4
2204,10,2,0
2205,9,4,1
2206,6,1,0
2207,3,0,0
2208,33,3,1
2209,8,1,0
2210,6,2,1
2211,53,6,2
2212,75,18,2
2213,1,0,0
2214,67,13,1
2215,12,1,0
2216,1,0,0
2217,5,0,0
2218,54,9,5
2219,12,4,0
2220,5,1,1
2221,5,1,0
2222,5,2,2
2223,1,0,0
2224,7,1,0
2225,10,2,0
2226,13,4,0
2227,44,5,1
2228,51,6,0
2229,7,0,0
2230,6,1,0
2231,2,0,0
2232,2,0,0
2233,20,0,0
2234,51,4,1
2235,23,2,0
2236,56,12,4
2237,2,0,0
2238,73,22,2
2239,29,4,1
2240,3,0,0
2241,10,2,0
2242,0,0,0
2243,4,0,0
2244,54,11,2
2245,31,0,0
2246,11,0,0
2247,53,5,1
2248,2,0,0
2249,76,12,1
2250,4,0,0
2251,11,1,0
2252,69,13,0
2253,18,0,0
2254,11,0,0
2255,16,0,0
2256,10,1,0
2257,3,0,0
2258,3,2,0
2259,68,12,3
2260,67,12,3
2261,0,0,0
2262,71,11,5
2263,8,0,0
2264,75,22,7
2265,7,0,0
2266,50,8,2
2267,1,0,0
2268,7,0,0
2269,64,9,0
2270,59,11,2
2271,4,0,0
2272,12,2,0
2273,0,0,0
2274,14,4,0
2275,15,2,2
2276,1,0,0
2277,10,2,1
2278,9,4,1
2279,9,7,0
2280,14,3,0
2281,1,0,0
2282,1,0,0
2283,38,7,1
2284,25,3,1
2285,11,2,2
2286,23,4,0
2287,1,0,0
2288,3,0,0
2289,67,9,2
2290,2,0,0
2291,65,11,0
2292,62,10,4
2293,64,7,2
2294,3,2,1
2295,0,0,0
2296,18,4,0
2297,7,0,0
2298,5,2,2
2299,12,2,2
2300,13,3,0
2301,70,12,3
2302,77,12,3
2303,16,3,2
2304,19,3,0
2305,0,0,0
2306,21,4,1
2307,1,0,0
2308,7,0,0
2309,79,13,3
2310,9,4,2
2311,2,0,0
2312,1,0,0
2313,12,2,0
2314,6,2,2
2315,9,2,0
2316,42,4,0
2317,55,10,3
2318,12,3,0
2319,17,3,0
2320,4,0,0
2321,17,4,1
2322,12,0,0
2323,54,8,0
2324,2,0,0
2325,42,4,0
2326,11,1,0
2327,1,0,0
2328,13,2,0
2329,1,0,0
2330,9,2,0
2331,18,5,3
2332,32,7,4
2333,72,8,2
2334,52,9,5
2335,5,0,0
2336,72,11,3
2337,4,1,0
2338,32,7,0
2339,13,2,0
2340,0,0,0
2341,10,6,2
2342,69,14,4
2343,57,11,2
2344,17,4,1
2345,4,0,0
2346,75,24,7
2347,26,3,1
2348,7,0,0
2349,70,10,3
2350,48,5,1
2351,44,11,2
2352,28,1,0
2353,49,6,1
2354,1,0,0
2355,9,1,0
2356,3,0,0
2357,12,2,1
2358,9,1,0
2359,20,3,3
2360,15,3,0
2361,38,4,0
2362,11,4,1
2363,12,3,2
2364,13,3,0
2365,38,4,1
2366,18,3,0
2367,1,0,0
2368,51,5,1
2369,9,2,0
2370,2,0,0
2371,5,2,1
2372,13,3,1
2373,46,11,4
2374,15,3,0
2375,4,2,0
2376,38,8,0
2377,0,0,0
2378,11,5,1
2379,8,3,0
2380,9,2,1
2381,0,0,0
2382,72,11,4
2383,76,15,3
2384,69,9,3
2385,3,0,0
2386,73,19,6
2387,1,0,0
2388,76,10,0
2389,3,0,0
2390,73,15,4
2391,1,0,0
2392,8,3,1
2393,9,1,0
2394,16,3,1
2395,23,2,0
2396,27,3,1
2397,57,9,1
2398,69,15,3
2399,2,0,0
2400,13,2,0
2401,4,0,0
2402,49,10,5
2403,44,7,0
2404,24,1,0
2405,1,0,0
2406,15,3,2
2407,0,0,0
2408,9,1,0
2409,63,8,0
2410,73,18,2
2411,4,1,0
2412,4,0,0
2413,33,3,1
2414,75,20,0
2415,9,1,0
2416,1,0,0
2417,12,2,0
2418,10,1,1
2419,3,0,0
2420,1,1,0
2421,51,8,3
2422,15,3,0
2423,15,4,3
2424,38,2,0
2425,31,0,0
2426,1,0,0
2427,2,0,0
2428,67,9,3
2429,8,3,1
2430,32,7,5
2431,66,9,0
2432,9,1,1
2433,0,0,0
2434,12,0,0
2435,3,0,0
2436,3,0,0
2437,2,0,0
2438,0,0,0
2439,9,1,0
2440,9,1,0
2441,72,17,5
2442,0,0,0
2443,75,19,3
2444,5,0,0
2445,2,0,0
2446,9,4,1
2447,0,0,0
2448,8,1,0
2449,5,2,1
2450,17,3,0
2451,11,0,0
2452,14,2,1
2453,63,8,0
2454,7,0,0
2455,17,3,2
2456,13,1,0
2457,1,0,0
2458,9,0,0
2459,4,0,0
2460,1,0,0
2461,13,3,0
2462,1,0,0
2463,0,0,0
2464,1,0,0
2465,2,0,0
2466,13,3,1
2467,5,0,0
2468,8,0,0
2469,2,0,0
2470,11,1,0
2471,23,3,1
2472,38,6,1
2473,49,3,1
2474,18,2,1
2475,13,1,1
2476,70,14,6
2477,14,4,0
2478,11,1,1
2479,1,0,0
2480,9,3,0
2481,72,11,2
2482,33,8,0
2483,1,0,0
2484,71,18,5
2485,5,0,0
2486,8,1,1
2487,4,0,0
2488,0,0,0
2489,0,0,0
2490,1,0,0
2491,4,0,0
2492,49,8,3
2493,4,0,0
2494,17,0,0
2495,1,0,0
2496,9,0,0
2497,7,1,0
2498,19,3,0
2499,35,4,0
2500,62,37,9
2501,6,0,0
2502,19,0,0
2503,13,2,0
2504,60,37,15
2505,53,9,2
2506,5,2,2
2507,16,4,3
2508,59,8,4
2509,67,12,3
2510,3,0,0
2511,68,12,4
2512,59,11,0
2513,7,1,1
2514,23,4,4
2515,2,0,0
2516,55,12,2
2517,28,7,2
2518,3,0,0
2519,17,3,0
2520,64,12,3
2521,8,4,0
2522,61,12,3
2523,11,4,1
2524,74,19,4
2525,3,0,0
2526,17,3,0
2527,5,0,0
2528,77,13,2
2529,8,1,1
2530,68,10,3
2531,51,7,1
2532,16,2,1
2533,1,0,0
2534,74,20,5
2535,12,0,0
2536,1,0,0
2537,12,1,0
2538,7,0,0
2539,60,12,2
2540,4,0,0
2541,8,1,0
2542,1,0,0
2543,12,1,1
2544,8,2,1
2545,31,6,1
2546,1,0,0
2547,34,3,0
2548,6,0,0
2549,2,0,0
2550,1,0,0
2551,7,2,0
2552,8,2,0
2553,17,4,1
2554,7,0,0
2555,68,11,3
2556,3,0,0
2557,16,4,1
2558,6,1,1
2559,8,2,0
2560,60,10,3
2561,5,2,0
2562,4,0,0
2563,0,0,0
2564,74,23,6
2565,2,0,0
2566,0,0,0
2567,44,11,4
2568,21,0,0
2569,72,13,2
2570,5,2,0
2571,5,0,0
2572,69,9,2
2573,67,9,0
2574,49,10,6
2575,1,0,0
2576,6,1,0
2577,64,10,3
2578,37,5,1
2579,2,0,0
2580,11,1,0
2581,6,0,0
2582,3,0,0
2583,16,2,0
2584,3,0,0
2585,10,1,0
2586,4,0,0
2587,0,0,0
2588,10,2,0
2589,5,0,0
2590,11,1,1
2591,10,4,0
2592,6,2,0
2593,1,0,0
2594,8,0,0
2595,15,4,1
2596,67,9,3
2597,33,0,0
2598,21,4,0
2599,1,0,0
2600,62,12,7
2601,1,0,0
2602,36,0,0
2603,57,10,1
2604,13,2,0
2605,16,4,2
2606,66,11,4
2607,1,0,0
2608,11,0,0
2609,18,4,0
2610,73,13,3
2611,2,0,0
2612,8,1,1
2613,79,13,3
2614,21,2,0
2615,64,10,4
2616,3,0,0
2617,12,2,1
2618,0,0,0
2619,3,0,0
2620,38,4,0
2621,21,0,0
2622,69,15,0
2623,1,0,0
2624,38,3,1
2625,74,7,0
2626,21,1,0
2627,64,10,3
2628,7,0,0
2629,0,0,0
2630,8,4,0
2631,3,0,0
2632,1,0,0
2633,8,0,0
2634,13,2,0
2635,18,4,0
2636,72,14,3
2637,1,0,0
2638,44,5,1
2639,13,4,1
2640,10,3,1
2641,1,0,0
2642,58,11,2
2643,4,2,0
2644,5,0,0
2645,3,1,0
2646,0,0,0
2647,10,1,0
2648,78,9,0
2649,1,0,0
2650,1,0,0
2651,0,0,0
2652,1,0,0
2653,25,4,1
2654,64,15,2
2655,72,6,1
2656,10,0,0
2657,10,4,1
2658,72,8,1
2659,17,5,0
2660,36,6,1
2661,5,1,0
2662,15,4,2
2663,54,9,5
2664,9,3,1
2665,7,2,2
2666,5,0,0
2667,1,0,0
2668,40,4,0
2669,1,0,0
2670,4,0,0
2671,2,0,0
2672,1,0,0
2673,18,3,0
2674,2,0,0
2675,68,12,3
2676,1,0,0
2677,67,11,1
2678,6,1,0
2679,6,1,0
2680,1,0,0
2681,36,8,1
2682,43,8,3
2683,34,3,1
2684,11,1,0
2685,1,0,0
2686,12,2,0
2687,1,0,0
2688,5,0,0
2689,62,8,0
2690,20,0,0
2691,0,0,0
2692,35,0,0
2693,2,0,0
2694,35,4,0
2695,1,0,0
2696,7,2,1
2697,0,0,0
2698,0,0,0
2699,13,3,1
2700,59,12,2
2701,21,1,1
2702,1,1,1
2703,4,0,0
2704,8,0,0
2705,6,1,0
2706,2,1,0
2707,13,2,0
2708,3,0,0
2709,56,4,0
2710,12,4,0
2711,0,0,0
2712,0,0,0
2713,73,21,7
2714,3,0,0
2715,1,0,0
2716,3,0,0
2717,11,2,1
2718,5,2,2
2719,49,11,1
2720,49,9,0
2721,7,1,0
2722,14,3,0
2723,0,0,0
2724,78,24,9
2725,0,0,0
2726,5,0,0
2727,32,1,0
2728,56,7,4
2729,4,2,0
2730,1,0,0
2731,7,1,1
2732,70,14,2
2733,67,12,5
2734,9,1,0
2735,70,13,2
2736,25,3,1
2737,71,13,2
2738,3,0,0
2739,12,1,0
2740,59,8,4
2741,1,0,0
2742,16,3,0
2743,14,4,0
2744,57,12,4
2745,6,0,0
2746,9,0,0
2747,62,29,5
2748,2,1,1
2749,20,5,0
2750,72,7,1
2751,3,0,0
2752,6,1,0
2753,2,0,0
2754,9,1,0
2755,70,10,1
2756,11,6,2
2757,19,3,1
2758,10,2,1
2759,32,3,1
2760,0,0,0
2761,5,0,0
2762,0,0,0
2763,59,8,5
2764,9,3,0
2765,14,3,0
2766,10,1,1
2767,1,0,0
2768,67,14,3
2769,3,0,0
2770,1,0,0
2771,1,0,0
2772,1,0,0
2773,1,1,0
2774,0,0,0
2775,3,0,0
2776,2,0,0
2777,56,9,4
2778,8,0,0
2779,1,0,0
2780,3,0,0
2781,7,2,0
2782,12,2,0
2783,15,3,0
2784,46,11,3
2785,3,0,0
2786,73,18,1
2787,39,8,2
2788,2,0,0
2789,8,0,0
2790,18,5,2
2791,31,0,0
2792,5,2,1
2793,2,0,0
2794,17,4,0
2795,1,0,0
2796,10,3,0
2797,14,3,0
2798,64,12,3
2799,6,1,0
2800,39,1,0
2801,1,0,0
2802,12,4,1
2803,31,5,4
2804,3,0,0
2805,66,12,5
2806,6,0,0
2807,45,12,1
2808,6,0,0
2809,50,6,1
2810,1,0,0
2811,51,5,2
2812,33,8,0
2813,2,0,0
2814,14,3,0
2815,9,3,0
2816,5,1,0
2817,1,1,0
2818,66,12,4
2819,11,0,0
2820,60,4,2
2821,7,1,0
2822,0,0,0
2823,2,0,0
2824,1,0,0
2825,7,1,1
2826,8,1,0
2827,57,12,4
2828,71,10,3
2829,7,0,0
2830,47,3,1
2831,4,0,0
2832,57,12,3
2833,12,2,0
2834,3,0,0
2835,2,0,0
2836,65,12,2
2837,71,11,3
2838,39,4,0
2839,0,0,0
2840,73,23,4
2841,6,2,1
2842,73,14,4
2843,7,2,2
2844,0,0,0
2845,65,10,2
2846,7,0,0
2847,49,8,2
2848,17,6,1
2849,4,0,0
2850,12,1,1
2851,14,2,1
2852,7,1,0
2853,9,1,0
2854,5,0,0
2855,45,2,0
2856,1,0,0
2857,72,12,4
2858,0,0,0
2859,1,0,0
2860,11,4,1
2861,78,13,3
2862,66,11,4
2863,2,0,0
2864,11,2,1
2865,1,0,0
2866,20,4,0
2867,65,11,4
2868,29,3,1
2869,1,0,0
2870,24,2,0
2871,1,1,0
2872,16,4,2
2873,5,0,0
2874,28,3,1
2875,18,4,0
2876,5,0,0
2877,68,10,3
2878,2,0,0
2879,11,3,0
2880,0,0,0
2881,0,0,0
2882,1,0,0
2883,1,0,0
2884,68,7,2
2885,2,0,0
2886,0,0,0
2887,57,6,0
2888,2,1,0
2889,67,13,2
2890,1,0,0
2891,70,14,4
2892,7,0,0
2893,72,8,2
2894,72,9,2
2895,1,0,0
2896,65,12,3
2897,4,0,0
2898,76,11,1
2899,37,11,0
2900,51,11,1
2901,2,1,1
2902,2,0,0
2903,69,12,2
2904,28,4,4
2905,62,9,2
2906,70,15,3
2907,67,9,1
2908,67,13,2
2909,2,0,0
2910,9,3,0
2911,1,0,0
2912,68,12,3
2913,11,4,0
2914,0,0,0
2915,9,2,2
2916,6,0,0
2917,0,0,0
2918,3,0,0
2919,8,0,0
2920,11,2,0
2921,2,0,0
2922,0,0,0
2923,60,12,4
2924,1,0,0
2925,2,0,0
2926,1,0,0
2927,9,4,0
2928,68,11,3
2929,14,3,0
2930,9,1,1
2931,3,0,0
2932,7,0,0
2933,1,0,0
2934,10,2,1
2935,47,10,3
2936,11,3,1
2937,21,3,3
2938,67,12,2
2939,4,1,0
2940,0,0,0
2941,9,3,0
2942,9,0,0
2943,60,10,3
2944,69,10,2
2945,61,12,4
2946,9,4,0
2947,13,3,2
2948,8,3,1
2949,5,0,0
2950,3,0,0
2951,0,0,0
2952,41,5,1
2953,10,2,1
2954,79,11,4
2955,1,0,0
2956,42,10,4
2957,1,0,0
2958,64,32,7
2959,67,13,4
2960,5,2,0
2961,8,0,0
2962,8,0,0
2963,3,0,0
2964,19,6,0
2965,8,1,0
2966,73,19,5
2967,1,1,1
2968,29,4,0
2969,37,4,1
2970,9,2,0
2971,5,2,0
2972,2,0,0
2973,7,2,2
2974,5,0,0
2975,1,0,0
2976,9,4,1
2977,73,11,0
2978,0,0,0
2979,46,5,1
2980,50,3,1
2981,9,1,0
2982,3,0,0
2983,17,2,0
2984,67,13,1
2985,5,1,0
2986,7,1,0
2987,6,2,1
2988,69,16,3
2989,65,11,2
2990,7,0,0
2991,67,10,4
2992,59,12,2
2993,9,2,1
2994,8,0,0
2995,21,3,1
2996,11,4,0
2997,7,1,0
2998,6,0,0
2999,24,7,4
3000,65,14,2
3001,11,3,1
3002,34,9,1
3003,1,0,0
3004,0,0,0
3005,1,0,0
3006,40,6,0
3007,75,14,3
3008,16,3,0
3009,3,0,0
3010,5,1,0
3011,3,2,0
3012,36,8,2
3013,64,10,0
3014,48,7,1
3015,0,0,0
3016,12,4,0
3017,36,4,0
3018,50,29,9
3019,0,0,0
3020,11,0,0
3021,6,0,0
3022,69,9,3
3023,72,25,2
3024,2,0,0
3025,13,4,0
3026,1,0,0
3027,8,1,0
3028,0,0,0
3029,67,37,15
3030,7,1,0
3031,46,5,1
3032,5,0,0
3033,7,3,0
3034,7,0,0
3035,72,14,3
3036,19,4,2
3037,11,1,1
3038,56,12,2
3039,52,8,3
3040,4,0,0
3041,2,0,0
3042,7,0,0
3043,36,0,0
3044,0,0,0
3045,2,0,0
3046,5,2,1
3047,21,5,1
3048,3,2,1
3049,4,2,0
3050,71,25,3
3051,9,2,2
3052,1,0,0
3053,70,14,5
3054,48,8,3
3055,16,3,0
3056,0,0,0
3057,1,0,0
3058,65,11,3
3059,1,0,0
3060,1,0,0
3061,11,3,0
3062,15,2,1
3063,56,10,5
3064,11,2,1
3065,2,0,0
3066,13,0,0
3067,57,12,6
3068,1,0,0
3069,61,10,4
3070,0,0,0
3071,1,0,0
3072,4,1,0
3073,59,12,6
3074,1,0,0
3075,3,0,0
3076,0,0,0
3077,68,14,1
3078,8,2,0
3079,36,4,0
3080,55,10,2
3081,65,10,1
3082,1,0,0
3083,7,1,1
3084,7,2,1
3085,51,7,0
3086,5,2,2
3087,49,6,1
3088,2,0,0
3089,9,2,0
3090,7,0,0
3091,59,14,2
3092,64,9,0
3093,1,0,0
3094,46,3,1
3095,7,1,0
3096,49,2,0
3097,70,13,4
3098,46,1,0
3099,74,19,6
3100,1,1,1
3101,5,0,0
3102,68,14,2
3103,54,6,1
3104,22,4,1
3105,9,2,0
3106,0,0,0
3107,1,0,0
3108,26,0,0
3109,18,3,0
3110,40,1,0
3111,72,33,16
3112,15,0,0
3113,7,0,0
3114,11,4,0
3115,1,0,0
3116,1,0,0
3117,16,2,0
3118,8,1,0
3119,40,5,0
3120,71,18,6
3121,4,0,0
3122,42,7,0
3123,25,3,1
3124,57,11,1
3125,11,6,2
3126,40,1,0
3127,36,11,0
3128,1,0,0
3129,62,7,1
3130,27,4,1
3131,8,1,1
3132,12,4,0
3133,57,11,3
3134,65,11,2
3135,72,6,1
3136,18,0,0
3137,7,0,0
3138,6,0,0
3139,65,11,0
3140,62,8,0
3141,12,0,0
3142,65,10,4
3143,63,12,3
3144,1,0,0
3145,23,4,1
3146,68,14,3
3147,69,10,3
3148,7,0,0
3149,6,1,0
3150,1,0,0
3151,57,11,3
3152,2,0,0
3153,56,7,1
3154,63,6,1
3155,1,0,0
3156,0,0,0
3157,75,19,6
3158,78,8,0
3159,36,6,1
3160,1,0,0
3161,71,12,1
3162,8,0,0
3163,2,0,0
3164,0,0,0
3165,1,0,0
3166,49,4,2
3167,5,0,0
3168,7,0,0
3169,1,0,0
3170,37,7,3
3171,18,5,3
3172,38,3,1
3173,8,0,0
3174,8,0,0
3175,71,11,4
3176,25,2,0
3177,26,2,0
3178,0,0,0
3179,4,0,0
3180,70,12,6
3181,2,0,0
